ID,Fraud,Title,Description,Architectural Style,Property Types,Interior/Exterior,Feature
b375,AI,Stone House with Rustic Charm,"A weathered stone house with a tiled roof and simple rectangular windows displays a rustic charm, showcasing the beauty of aging architecture.",,,,
b376,AI,Medieval Tower House with Stone Facade,"A charming tower house featuring a stone facade, a tiled roof, arched windows, and wrought iron balconies exudes a medieval atmosphere.",,,,
b377,AI,Colorful Townhouse with Red Brick Facade,"A charming townhouse features a red brick facade, a terracotta roof, blue accents on the windows and door, and lush greenery surrounding the building.",,,,
b378,AI,Cozy Stone Cottage with Moonlit Garden,"A charming stone cottage with a sloping roof features warm lighting, a balcony adorned with plants, and a picturesque garden bathed in the glow of a full moon.",,,,
b379,AI,Rustic Stone Farmhouse with Vineyard Views,"A charming stone farmhouse with a tiled roof and large windows offers breathtaking views of a vineyard, showcasing the beauty of rural living.",,,,
b380,AI,Medieval Castle-Inspired Mansion,"A majestic stone mansion with a towering turret, arched windows, and a slate roof evokes a medieval castle, creating a fairytale-like atmosphere.",,,,
b381,AI,Victorian Gothic Mansion with Tower,"A grand Victorian Gothic mansion features a red brick facade, a prominent tower, intricate wooden detailing, and a steeply pitched roof, creating a gothic atmosphere.",,,,
b382,AI,Stone House with Columns,"A weathered stone house with a partially collapsed roof and overgrown vegetation showcases a rustic charm, reflecting the beauty of nature's reclamation.",,,,
b383,AI,French Country Manor with Stone Facade,"A charming French country manor features a stone facade, a steeply pitched roof, arched windows, and a manicured garden, exuding timeless elegance.",,,,
b384,AI,Rustic Brewery with Mountain View,"A rustic brewery features a wooden facade, a metal roof, large glass windows, and a spacious outdoor seating area overlooking a scenic mountain landscape.",,,,
b385,AI,Modern A-Frame House with Glass Facade,"A contemporary A-frame house features a large glass facade, a black metal roof, and a stone base, showcasing a blend of natural materials and modern design.",,,,
b386,AI,Modern A-Frame House with Stone Facade,"A contemporary A-frame house features a stone facade, a slate roof, large glass windows, and a double-car garage, showcasing a blend of natural materials and modern design.",,,,
b387,AI,Two-Story House with Brown Facade,"A two-story house features a brown facade, a dark-colored roof, and white trim around the windows and door, creating a classic and understated appearance.",,,,
b388,AI,Modern A-Frame House with Stone Facade,"A contemporary A-frame house features a stone facade, a slate roof, large glass windows, and a wooden exterior, showcasing a blend of natural materials and modern design.",,,,
b389,AI,Modern Farmhouse with Glass Facade,"A contemporary farmhouse features a white stucco facade, a black metal roof, large glass windows, and a wooden garage door, creating a modern yet rustic aesthetic.",,,,
b390,AI,Rustic Wooden House with Countryside View,"A rustic wooden house with a brown facade, a gabled roof, and white-framed windows sits peacefully on a hill overlooking a rural landscape.",,,,
b391,AI,Modern Metal-Clad House with Wooden Accents,"A contemporary home features a sleek metal facade, contrasting wood accents, and large sliding glass doors, creating a modern and minimalist aesthetic.",,,,
b392,AI,Modern A-Frame Cabin with Wood Facade,"A contemporary A-frame cabin features a rustic wooden facade, a gabled roof, large glass windows, and a spacious wooden deck, creating a cozy and secluded retreat in the woods.",,,,
b393,AI,Rustic Victorian House with Red Facade,"A historic Victorian-style house features a red wooden facade, a gabled roof, and white-framed windows, creating a charming and timeless aesthetic.",,,,
b394,AI,Modern A-Frame House with Wooden Facade,"A contemporary A-frame house features a wooden facade, a gabled roof, large glass windows with wooden slats, and a spacious wooden deck, showcasing a blend of natural materials and modern design.",,,,
b395,AI,Modern Tiny House with Black Facade,"A contemporary tiny house features a black wooden facade, a gabled roof, large glass windows, and a spacious wooden deck, creating a minimalist yet cozy living space.",,,,
b396,AI,Modern Contemporary House with Metal Roof,"A contemporary house features a metal roof, large glass windows, a wood-clad facade, and a cantilevered overhang, creating a striking and modern aesthetic.",,,,
b397,AI,Suburban Brick House with Red Roof,"A charming suburban house features a red brick facade, a dark-colored roof, white-framed windows, and a small front porch, exuding a cozy and inviting atmosphere.",,,,
b398,AI,Modern Cabin with Wood Facade,"A contemporary cabin features a rustic wooden facade, a gabled roof, large glass windows, and a spacious wooden deck, creating a cozy and secluded retreat in the woods.",,,,
b399,AI,Modern Farmhouse with Wood Facade,"A contemporary farmhouse features a rustic wooden facade, a gabled roof, large glass windows, and a spacious wooden deck overlooking a scenic field at sunset.",,,,
b400,AI,Modern A-Frame House with Stone and Wood Facade,"A contemporary A-frame house features a stone and wood facade, a slate roof, large glass windows, and a double-car garage, showcasing a blend of natural materials and modern design.",,,,
b401,AI,Modern Farmhouse with Stone and Wood Facade,"A contemporary farmhouse with a striking combination of natural stone, brick, and wood cladding, featuring a pitched roof, large floor-to-ceiling windows, and a sleek exterior color palette.",,,,
b402,AI,Contemporary Two-Story House with Flat Roof,"A contemporary two-story house with a flat roof, white stucco exterior, large windows, a wooden balcony, and a covered carport, featuring a manicured lawn.",,,,
b403,AI,Rustic Stone Farmhouse with Slate Roof,"A charming stone farmhouse with a slate roof, featuring a wraparound porch, large windows, and a rustic exterior, nestled in a peaceful countryside setting.",,,,
b404,AI,Modern A-Frame Home with Wood Facade,"A contemporary A-frame home featuring a wood facade, large glass windows, a pitched roof, and a modern exterior color palette, with a pool and deck overlooking a lush green lawn.",,,,
b405,AI,Modern Barn-Style Home with Dark Facade,"A contemporary barn-style home featuring a dark exterior, wood cladding, a slate roof, large windows, and a spacious deck overlooking a lush green lawn.",,,,
b406,AI,Modern Cabin with Wood Siding,"A contemporary cabin featuring wood siding, a pitched roof, large windows, and a modern exterior color palette, nestled in a forested setting.",,,,
b407,AI,Modern Black Metal House with Glass Facade,"A contemporary two-story house with a black metal exterior, featuring a large glass facade, a pitched roof, and a wooden deck with stunning views.",,,,
b408,AI,Modern Mountainside Home with Stone and Wood Facade,"A contemporary two-story home featuring a combination of stone and wood cladding, a pitched roof with large windows, and a modern exterior color palette, nestled in a scenic mountainside setting.",,,,
b409,AI,Modern Scandinavian Cabin with Wood and Glass Facade,"A contemporary Scandinavian-style cabin featuring a combination of wood and glass, a pitched roof, large windows, and a modern exterior color palette, nestled in a forested setting.",,,,
b410,AI,Modern Farmhouse with Black Facade and Wood Accents,"A contemporary cabin with a dark wood exterior, featuring a pitched roof, large floor-to-ceiling windows, and a modern color palette, nestled in a scenic mountainside setting.",,,,
b411,AI,Modern Farmhouse with Black Facade and Wood Accents,"A contemporary farmhouse with a black exterior, featuring wood accents, a pitched roof, large glass windows, and a double-car garage on the side, nestled in a peaceful setting.",,,,
b412,AI,Modern Concrete House with Large Glass Windows,"A contemporary minimalist house with a concrete exterior, featuring large floor-to-ceiling windows, a flat roof, and a wooden interior accent wall.",,,,
b413,AI,Modern Concrete House with Wood Accents,"A contemporary minimalist house with a concrete exterior, featuring wood accents, large sliding glass windows, a flat roof, and a landscaped garden.",,,,
b414,AI,Modern Concrete House with Large Corner Window,"A contemporary minimalist house with a concrete exterior, featuring a large corner window, a flat roof, and a modern color palette, nestled in a wooded setting.",,,,
b415,AI,Modern House with Wood-Clad Exterior and Large Glass Windows,"A contemporary house featuring a wood-clad exterior, a flat roof, large sliding glass windows, and a spacious outdoor living area with a wooden deck and artificial lawn.",,,,
b416,AI,Modern Concrete Cube House with Overhang,"A contemporary minimalist house with a concrete exterior, featuring a cantilevered overhang, large windows, and a modern color palette, nestled in a lush green setting.",,,,
b417,AI,Modern Curved House with Black Roof and Wood Accents,"A contemporary house with a curved roof, a black exterior, wood accents, large glass windows, and a balcony overlooking a landscaped courtyard.",,,,
b418,AI,Modern Wood-Clad House with Pitched Roof,"A contemporary two-story house with a wood-clad exterior, a pitched roof, large glass sliding doors, a balcony, and a pool, surrounded by lush greenery.",,,,
